asset_family,manifest_entry,planned_output,source_basis,external_reference_urls,rights_basis,usage_mode,prompt_revision,status,notes,generated_at_utc,file_sha256,image_width,image_height,file_size_bytes
tribunal_sky_dusk,tribunal_sky_dusk,authoring/clipstudio/tiles/tribunal_sky_dusk.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:26:47.205078+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:02.262724+00:00,2026-03-12T01:28:02.262724+00:00,1f9f843ac39c1caf9d0ea22f63bfdf3052daf9e414c12e17cfc014ff511b0b2a,1024,1024,1453312
salt_forest_canopy,salt_forest_canopy,authoring/clipstudio/tiles/salt_forest_canopy.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:26:55.432028+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:11.791144+00:00,2026-03-12T01:28:11.791144+00:00,53b86354aedbd34e1a2977c9f21dfaf54043ad6623829080d14c03b93bcccb8c,1024,1024,1382280
ossuary_spires,ossuary_spires,authoring/clipstudio/tiles/ossuary_spires.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:26:59.899306+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:15.698227+00:00,2026-03-12T01:28:15.698227+00:00,51efd5548660c72a528117cc6f043857c9186b188d52693ba268f299b28baf14,1024,1024,1525452
marsh_mist_depth,marsh_mist_depth,authoring/clipstudio/tiles/marsh_mist_depth.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:01.335828+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:16.967438+00:00,2026-03-12T01:28:16.967438+00:00,d6dda2c156d11522eb3b278d61f0edb29a2792b8774cf47e1202414e31f97476,1024,1024,1576900
cathedral_depth_strip,cathedral_depth_strip,authoring/clipstudio/tiles/cathedral_depth_strip.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:03.131541+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:18.161711+00:00,2026-03-12T01:28:18.161711+00:00,a2a7860725e3524dbb26199c0ec1930be2ba88c675845d198a755b3788ce67c9,1024,1024,1299226
reality_render_rain,reality_render_rain,authoring/clipstudio/tiles/reality_render_rain.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:10.221593+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:27.792864+00:00,2026-03-12T01:28:27.792864+00:00,35e95b739c5549cd0faaa3383373a19a69b75137ecc529dd0ce70e2826e4b245,1024,1024,1754162
kier_portrait,kier_portrait,authoring/clipstudio/portraits/kier_portrait.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:13.864583+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:29.280279+00:00,2026-03-12T01:28:29.280279+00:00,5e55b455a4c237869c8d10eaf307962a655fb228bcf2d7e306ccefeb880f59e4,1024,1024,760110
moonlit_cinders,moonlit_cinders,authoring/clipstudio/tiles/moonlit_cinders.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:14.609368+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:31.477008+00:00,2026-03-12T01:28:31.477008+00:00,5dfe596655f81fb2d1b3686e651d41cd4cac419ac0de711b3b7afd2a3d508924,1024,1024,1560554
abbess_portrait,abbess_portrait,authoring/clipstudio/portraits/abbess_portrait.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:17.525060+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:33.095172+00:00,2026-03-12T01:28:33.095172+00:00,80b06dfa10f891a535c8ba94628ca6bdbd9932fbc6033682874e113f7dbad662,1024,1024,1479998
judge_portrait,judge_portrait,authoring/clipstudio/portraits/judge_portrait.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:24.334847+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:42.006325+00:00,2026-03-12T01:28:42.006325+00:00,2114f4dbe4614e0d0252267ce369f11e368d8587aedef1169d97d58cd71adf6a,1024,1024,813670
elder_portrait,elder_portrait,authoring/clipstudio/portraits/elder_portrait.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:28.239005+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:43.086790+00:00,2026-03-12T01:28:43.086790+00:00,3054b57a7fa06bacb2eb4581c818976dcf760f1649acdcb807cfcc38c2a61f83,1024,1024,1442942
goduly_portrait,goduly_portrait,authoring/clipstudio/portraits/goduly_portrait.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:28.493333+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:45.186181+00:00,2026-03-12T01:28:45.186181+00:00,6379ea56bfabd28f20b869c24758f4d518300fe22a9e63011969f675642da717,1024,1024,1567962
boss_portrait,boss_portrait,authoring/clipstudio/portraits/boss_portrait.png,Manifest-driven Recraft generation,,User-owned Recraft account output,Direct API generation,auto,generated,Generated automatically via batch_run_manifest.py at 2026-03-12T01:27:31.038580+00:00 | Generated automatically via batch_run_manifest.py at 2026-03-12T01:28:46.745352+00:00,2026-03-12T01:28:46.745352+00:00,89e0ee2411a9cde2dbf13e2bf0f0e0db88fa41044c01ef201561864ac9c7db08,1024,1024,1676598
